HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,Transported,Amount_Spent
Earth,False,P,CAN,23.0,False,False,722.0
Mars,True,P,TRA,5.0,False,True,0.0
Earth,True,S,TRA,24.0,False,True,0.0
Mars,False,S,TRA,26.0,False,False,0.0
Europa,False,P,CAN,30.0,False,False,7911.0
Earth,False,S,TRA,33.0,False,False,803.0
Mars,False,P,TRA,56.0,False,False,7406.0
Earth,True,S,PSO,25.0,False,True,0.0
Earth,False,S,TRA,26.0,False,False,948.0
Earth,False,P,TRA,25.0,False,True,1003.0
Earth,False,P,CAN,18.0,False,False,717.0
Europa,False,S,TRA,60.0,True,True,2943.0
Europa,False,S,TRA,41.0,False,True,2364.0
Earth,False,S,PSO,16.0,False,False,670.0
Earth,True,P,TRA,17.0,False,True,0.0
Earth,False,P,TRA,26.0,False,False,708.0
Earth,False,P,TRA,31.0,False,True,813.0
Earth,False,P,TRA,67.0,False,True,898.0
Earth,False,S,CAN,16.0,False,False,708.0
Earth,False,S,CAN,24.0,False,False,578.0
Earth,False,P,TRA,19.0,False,True,2214.0
Europa,False,P,CAN,48.0,False,True,3552.0
Europa,False,P,TRA,30.0,False,True,6696.0
Europa,False,P,TRA,22.0,False,True,11126.0
Europa,False,P,TRA,28.0,True,True,6206.0
Europa,True,P,CAN,23.0,False,True,0.0
Europa,False,P,TRA,29.0,False,False,2654.0
Earth,True,S,TRA,22.0,False,False,708.0
Europa,False,P,CAN,48.0,False,False,4890.0
Mars,False,S,TRA,26.0,False,True,1599.0
Earth,False,P,TRA,23.0,False,True,2858.0
Earth,False,P,TRA,55.0,False,False,1104.0
Europa,False,P,TRA,46.0,False,False,3552.0
Earth,False,S,PSO,38.0,False,False,1381.0
Earth,True,S,TRA,2.0,False,True,0.0
Earth,True,S,TRA,3.0,False,True,0.0
Earth,False,P,TRA,20.0,False,False,804.0
Earth,False,S,TRA,65.0,False,False,708.0
Earth,False,S,TRA,26.0,False,False,846.0
Earth,False,P,TRA,25.0,False,False,1395.0
Earth,False,S,PSO,54.0,False,False,573.0
Earth,False,S,CAN,25.0,False,False,761.0
Earth,True,P,TRA,14.0,False,True,0.0
Europa,False,S,CAN,53.0,False,True,14298.0
Earth,True,P,TRA,0.0,False,True,0.0
Earth,False,P,TRA,39.0,False,False,992.0
Earth,False,P,TRA,22.0,False,True,745.0
Mars,False,S,CAN,31.0,False,False,829.0
Mars,True,S,TRA,24.0,False,True,0.0
Europa,False,P,TRA,35.0,True,False,3157.0
Europa,False,P,CAN,35.0,False,False,4245.0
Mars,True,S,TRA,32.0,False,True,0.0
Mars,False,S,TRA,61.0,False,False,2475.0
Earth,False,P,CAN,58.0,False,True,1095.0
Mars,False,S,TRA,26.0,False,False,1074.0
Earth,True,S,TRA,4.0,False,False,0.0
Earth,False,S,TRA,1.0,False,False,0.0
Earth,False,S,TRA,8.0,False,True,0.0
Earth,False,S,TRA,7.0,False,False,708.0
Earth,False,S,TRA,25.0,False,False,1821.0
Earth,False,S,TRA,6.0,False,False,0.0
Earth,False,P,TRA,29.0,False,False,865.0
Mars,True,P,TRA,64.0,False,True,0.0
Europa,False,S,TRA,31.0,False,True,2207.0
Mars,True,S,TRA,25.0,False,False,0.0
Earth,True,S,TRA,30.0,False,True,708.0
Earth,True,P,TRA,0.0,False,False,0.0
Earth,False,P,PSO,29.0,False,False,1965.0
Earth,False,P,TRA,37.0,False,False,888.0
Earth,False,P,TRA,49.0,False,False,724.0
Europa,False,P,TRA,36.0,False,False,3400.0
Earth,False,P,CAN,20.0,False,False,607.0
Earth,False,P,TRA,20.0,False,True,2301.0
Europa,False,S,CAN,18.0,False,True,16350.0
Europa,True,P,CAN,17.0,False,True,0.0
Mars,True,S,TRA,48.0,False,False,0.0
Earth,False,S,TRA,26.0,False,False,790.0
Earth,False,S,TRA,35.0,False,False,852.0
Earth,False,S,TRA,30.0,False,True,873.0
Earth,False,P,TRA,22.0,False,False,724.0
Earth,True,P,TRA,5.0,False,False,0.0
Earth,True,P,CAN,43.0,False,False,0.0
Mars,True,S,TRA,52.0,False,False,0.0
Europa,False,P,TRA,50.0,False,True,1854.0
Europa,False,P,TRA,29.0,False,True,2315.0
Europa,False,P,CAN,19.0,False,False,5987.0
Europa,False,S,CAN,39.0,False,True,15295.0
Europa,False,S,TRA,38.0,False,True,2160.0
Earth,True,S,CAN,21.0,False,False,708.0
Earth,False,S,PSO,25.0,False,False,452.0
Europa,True,P,CAN,42.0,False,True,0.0
Europa,True,P,CAN,36.0,False,True,0.0
Earth,False,S,TRA,19.0,False,False,1818.0
Earth,True,P,TRA,42.0,False,False,0.0
Earth,False,S,CAN,40.0,False,False,2729.0
Earth,True,S,TRA,14.0,False,False,0.0
Europa,False,P,TRA,50.0,False,False,3552.0
Mars,False,P,TRA,18.0,False,False,2347.0
Earth,False,S,TRA,46.0,False,False,755.0
Earth,False,P,TRA,26.0,False,False,792.0
Europa,True,P,TRA,15.0,False,True,0.0
Europa,False,P,CAN,22.0,False,False,3349.0
Europa,True,S,TRA,0.0,False,False,0.0
Europa,True,S,TRA,52.0,False,True,0.0
Europa,False,S,TRA,38.0,False,True,3416.0
Mars,False,P,TRA,46.0,False,False,1021.0
Earth,True,S,CAN,23.0,False,False,0.0
Europa,False,P,TRA,63.0,False,True,5180.0
Europa,True,P,CAN,24.0,False,True,0.0
Earth,True,S,TRA,50.0,False,False,0.0
Earth,True,S,TRA,20.0,False,False,0.0
Mars,False,S,TRA,55.0,False,False,2709.0
Earth,False,S,PSO,21.0,False,True,661.0
Europa,True,S,CAN,56.0,False,True,0.0
Earth,False,P,TRA,45.0,False,True,708.0
Earth,True,S,CAN,18.0,False,False,0.0
Earth,False,S,TRA,47.0,False,False,901.0
Earth,False,S,TRA,36.0,False,True,1735.0
Mars,False,P,TRA,57.0,True,False,1309.0
Mars,False,P,TRA,13.0,False,False,3090.0
Mars,False,P,TRA,27.0,False,False,1599.0
Earth,False,S,TRA,20.0,False,False,717.0
Earth,False,P,TRA,47.0,False,False,708.0
Earth,False,P,TRA,15.0,False,False,787.0
Earth,False,P,TRA,34.0,False,False,784.0
Earth,False,S,TRA,21.0,False,False,949.0
Earth,False,S,TRA,51.0,False,False,1458.0
Earth,False,P,TRA,23.0,False,False,788.0
Earth,False,P,TRA,58.0,False,False,717.0
Mars,False,S,TRA,37.0,False,False,3899.0
Mars,False,S,PSO,44.0,False,True,787.0
Earth,True,S,TRA,25.0,False,False,0.0
Europa,True,P,TRA,15.0,False,True,0.0
Europa,False,P,TRA,40.0,False,False,4205.0
Europa,False,P,CAN,29.0,False,True,5985.0
Earth,True,P,TRA,36.0,False,True,0.0
Earth,False,P,PSO,21.0,False,True,681.0
Earth,False,P,TRA,35.0,False,True,927.0
Earth,False,P,TRA,24.0,False,False,1442.0
Earth,False,P,CAN,2.0,False,False,0.0
Earth,True,P,TRA,0.0,False,True,708.0
Earth,False,P,TRA,43.0,False,False,1217.0
Europa,False,S,TRA,63.0,False,False,3552.0
Earth,True,P,TRA,30.0,False,True,0.0
Earth,True,P,PSO,38.0,False,True,0.0
Europa,False,S,CAN,27.0,False,True,3552.0
Earth,False,S,PSO,54.0,False,False,692.0
Europa,True,S,CAN,39.0,False,True,0.0
Mars,False,P,TRA,41.0,False,False,3721.0
Earth,False,S,TRA,22.0,False,False,771.0
Europa,False,S,CAN,23.0,False,True,3552.0
Europa,False,S,TRA,34.0,False,True,3552.0
Europa,True,S,CAN,26.0,True,True,0.0
Europa,False,S,TRA,39.0,False,False,6149.0
Europa,True,S,CAN,15.0,False,True,0.0
Europa,True,S,TRA,64.0,False,True,0.0
Europa,True,S,TRA,25.0,False,True,0.0
Mars,True,P,TRA,35.0,False,True,0.0
Earth,True,S,TRA,19.0,False,True,0.0
Earth,False,S,TRA,26.0,False,False,1156.0
Earth,True,S,TRA,3.0,False,True,0.0
Earth,False,S,TRA,29.0,False,False,1439.0
Earth,True,S,TRA,44.0,False,True,0.0
Earth,False,P,TRA,27.0,False,False,996.0
Earth,False,P,PSO,17.0,False,False,754.0
Europa,False,P,CAN,37.0,False,True,3263.0
Mars,True,P,CAN,19.0,False,True,0.0
Earth,True,P,TRA,44.0,False,False,0.0
Earth,False,S,CAN,22.0,False,False,667.0
Earth,False,S,TRA,22.0,False,True,663.0
Mars,True,S,TRA,21.0,False,True,1074.0
Earth,False,S,TRA,31.0,False,False,1935.0
Earth,False,P,TRA,17.0,False,True,791.0
Earth,False,S,PSO,30.0,False,False,531.0
Earth,False,S,TRA,15.0,False,False,865.0
Earth,False,S,TRA,42.0,False,True,1707.0
Earth,False,S,TRA,55.0,False,False,871.0
Europa,False,S,CAN,28.0,False,True,2851.0
Earth,False,P,TRA,33.0,False,False,1514.0
Earth,False,P,TRA,19.0,False,False,808.0
Earth,False,S,TRA,24.0,False,False,708.0
Earth,False,S,TRA,4.0,False,False,0.0
Earth,True,S,TRA,2.0,False,False,0.0
Europa,False,S,CAN,30.0,False,True,5740.0
Europa,False,P,TRA,31.0,False,False,0.0
Europa,True,P,TRA,17.0,False,True,0.0
Europa,True,P,CAN,40.0,False,True,0.0
Earth,True,P,PSO,33.0,False,True,708.0
Earth,True,S,PSO,46.0,False,False,708.0
Europa,False,P,CAN,30.0,True,False,11256.0
Earth,False,P,TRA,17.0,False,False,804.0
Earth,False,S,TRA,19.0,False,True,1828.0
Europa,False,S,CAN,22.0,False,True,6265.0
Europa,False,S,CAN,20.0,False,False,7929.0
Earth,False,S,PSO,36.0,False,False,895.0
Earth,False,S,TRA,0.0,False,True,0.0
Earth,False,S,CAN,17.0,False,True,1640.0
Earth,True,S,TRA,26.0,False,True,0.0
Earth,True,S,PSO,15.0,False,True,0.0
Earth,False,S,TRA,20.0,False,False,720.0
Earth,False,P,CAN,19.0,False,True,1088.0
Earth,False,S,PSO,24.0,False,False,671.0
Earth,False,P,CAN,43.0,False,False,737.0
Mars,True,P,TRA,26.0,False,True,0.0
Earth,False,S,TRA,42.0,False,False,1283.0
Earth,False,P,TRA,21.0,False,False,644.0
Europa,True,S,TRA,50.0,False,True,0.0
Europa,True,S,TRA,25.0,False,True,0.0
Earth,True,P,TRA,64.0,False,True,708.0
Earth,False,S,TRA,50.0,False,False,804.0
Mars,True,S,TRA,24.0,False,True,1074.0
Earth,False,S,TRA,27.0,False,True,658.0
Earth,True,S,CAN,42.0,False,True,708.0
Earth,True,P,CAN,30.0,False,False,0.0
Earth,False,P,TRA,20.0,False,True,718.0
Mars,False,S,TRA,31.0,False,True,1378.0
Europa,False,P,CAN,26.0,False,False,5759.0
Europa,False,P,CAN,39.0,False,False,3552.0
Earth,False,P,TRA,26.0,False,False,0.0
Earth,False,P,PSO,32.0,False,True,700.0
Earth,True,P,TRA,25.0,False,True,0.0
Earth,False,P,TRA,6.0,False,True,0.0
Earth,True,P,TRA,3.0,False,True,0.0
Earth,True,P,TRA,11.0,False,False,0.0
Earth,True,P,TRA,52.0,False,False,0.0
Earth,False,P,TRA,14.0,False,False,877.0
Earth,False,P,TRA,68.0,False,False,2038.0
Earth,True,P,PSO,18.0,False,True,0.0
Earth,False,P,TRA,55.0,False,True,909.0
Earth,False,S,CAN,22.0,False,False,1853.0
Europa,False,P,TRA,34.0,False,True,5446.0
Mars,False,S,TRA,17.0,False,False,1336.0
Earth,True,S,PSO,38.0,False,False,0.0
Earth,False,P,TRA,13.0,False,False,1975.0
Earth,True,S,TRA,19.0,False,True,0.0
Europa,True,P,TRA,30.0,False,True,0.0
Europa,False,P,TRA,27.0,True,False,3453.0
Earth,False,P,TRA,17.0,False,True,708.0
Europa,False,S,CAN,45.0,False,False,7337.0
Europa,False,S,CAN,28.0,False,True,3577.0
Earth,False,S,TRA,23.0,False,False,632.0
Europa,False,S,TRA,24.0,False,False,10357.0
Europa,False,S,TRA,23.0,False,True,4106.0
Earth,False,S,CAN,29.0,False,False,638.0
Earth,False,P,TRA,46.0,False,False,883.0
Earth,False,P,PSO,17.0,False,True,919.0
Earth,False,P,TRA,20.0,False,False,808.0
Earth,False,S,TRA,24.0,False,False,715.0
Europa,False,P,TRA,40.0,False,False,10796.0
Europa,True,P,TRA,29.0,False,True,0.0
Europa,False,P,TRA,38.0,False,False,9531.0
Europa,False,S,TRA,65.0,False,True,4919.0
Europa,False,S,TRA,19.0,False,True,2050.0
Earth,False,S,TRA,54.0,False,True,873.0
Earth,False,S,CAN,38.0,False,False,717.0
Earth,False,S,TRA,40.0,False,True,929.0
Earth,False,P,PSO,21.0,False,False,708.0
Earth,False,P,TRA,22.0,False,True,821.0
Earth,False,P,TRA,33.0,False,False,708.0
Mars,False,S,TRA,18.0,False,True,2345.0
Mars,False,S,TRA,43.0,False,False,1297.0
Mars,False,P,TRA,13.0,False,False,9597.0
Mars,False,S,TRA,26.0,False,False,1751.0
Mars,False,S,TRA,22.0,False,False,2578.0
Mars,True,P,TRA,21.0,False,True,0.0
Earth,False,S,PSO,25.0,False,False,1368.0
Mars,False,S,TRA,29.0,False,False,1431.0
Mars,False,S,TRA,49.0,False,False,1074.0
Europa,True,S,CAN,29.0,False,True,0.0
Mars,False,S,TRA,45.0,False,True,2579.0
Earth,False,S,PSO,45.0,False,True,742.0
Europa,False,S,TRA,30.0,False,False,16788.0
Earth,False,S,TRA,29.0,False,False,803.0
Earth,False,P,TRA,26.0,False,False,0.0
Earth,True,S,CAN,16.0,False,False,0.0
Earth,False,S,CAN,20.0,False,False,4928.0
Earth,False,P,TRA,33.0,False,False,888.0
Earth,True,P,TRA,18.0,False,False,0.0
Mars,False,P,TRA,24.0,False,False,2598.0
Mars,False,P,TRA,29.0,False,False,2598.0
Europa,True,S,CAN,40.0,False,True,0.0
Europa,True,S,TRA,27.0,False,True,0.0
Earth,True,S,TRA,35.0,False,False,0.0
Europa,False,P,TRA,31.0,False,False,22021.0
Earth,True,P,PSO,26.0,False,False,0.0
Mars,False,S,TRA,49.0,False,True,1058.0
Earth,True,P,TRA,23.0,False,False,0.0
Earth,True,P,PSO,23.0,False,False,0.0
Earth,True,P,PSO,14.0,False,True,0.0
Earth,False,S,CAN,21.0,False,False,810.0
Earth,False,P,TRA,18.0,False,False,907.0
Earth,False,S,TRA,26.0,False,False,717.0
Earth,False,P,TRA,19.0,False,True,790.0
Earth,False,P,TRA,22.0,False,False,809.0
Earth,False,P,TRA,17.0,False,False,758.0
Earth,False,P,PSO,13.0,False,False,668.0
Earth,False,P,TRA,26.0,False,False,708.0
Mars,False,S,TRA,34.0,False,False,1182.0
Mars,True,S,TRA,16.0,False,True,0.0
Mars,False,P,TRA,20.0,False,False,1149.0
Earth,False,P,TRA,20.0,False,False,1620.0
Earth,False,P,TRA,23.0,False,False,788.0
Earth,False,S,TRA,61.0,False,False,915.0
Mars,True,P,TRA,27.0,False,True,0.0
Mars,False,P,CAN,3.0,False,True,0.0
Mars,False,P,CAN,4.0,False,True,0.0
Earth,True,S,CAN,13.0,False,True,0.0
Mars,True,S,TRA,19.0,False,True,0.0
Earth,False,P,TRA,18.0,False,True,698.0
Earth,False,P,CAN,66.0,False,True,1610.0
Mars,True,S,TRA,39.0,False,True,0.0
Earth,False,S,TRA,21.0,False,False,2667.0
Earth,True,S,TRA,7.0,False,False,0.0
Earth,True,P,TRA,56.0,False,False,0.0
Earth,False,P,TRA,15.0,False,False,1079.0
Mars,False,S,TRA,34.0,False,True,1298.0
Earth,False,S,TRA,13.0,False,False,874.0
Europa,True,S,TRA,18.0,False,True,0.0
Earth,True,P,PSO,38.0,False,False,0.0
Earth,False,P,TRA,45.0,False,False,2797.0
Earth,True,P,TRA,21.0,False,False,708.0
Earth,False,P,TRA,19.0,False,False,628.0
Earth,False,S,TRA,49.0,False,False,1527.0
Earth,False,S,TRA,21.0,False,True,865.0
Earth,False,S,TRA,18.0,False,True,2429.0
Mars,True,P,TRA,43.0,False,True,0.0
Mars,True,S,PSO,27.0,False,True,0.0
Mars,False,S,TRA,0.0,False,True,0.0
Earth,False,P,TRA,27.0,False,False,773.0
Europa,True,P,TRA,21.0,False,True,0.0
Earth,False,P,PSO,20.0,False,False,708.0
Mars,True,S,TRA,35.0,False,True,0.0
Mars,False,S,TRA,20.0,False,False,1216.0
Earth,False,P,TRA,24.0,False,False,804.0
Earth,False,P,TRA,41.0,False,False,6198.0
Earth,False,S,PSO,23.0,False,True,774.0
Earth,True,P,PSO,27.0,False,True,0.0
Earth,True,S,CAN,58.0,False,True,0.0
Mars,True,P,TRA,53.0,False,True,1074.0
Europa,False,S,TRA,30.0,False,False,8791.0
Earth,False,S,CAN,24.0,False,False,566.0
Europa,False,P,TRA,31.0,False,False,4230.0
Mars,False,S,PSO,46.0,False,False,1233.0
Mars,False,S,TRA,20.0,False,False,1040.0
Earth,True,S,TRA,20.0,False,False,0.0
Earth,False,P,TRA,30.0,False,False,1385.0
Earth,False,P,CAN,24.0,False,False,691.0
Earth,False,P,TRA,34.0,False,False,628.0
Earth,False,S,TRA,20.0,False,False,2272.0
Mars,True,S,TRA,48.0,False,True,0.0
Earth,False,P,PSO,25.0,False,False,689.0
Earth,True,S,TRA,43.0,False,False,0.0
Earth,False,P,TRA,27.0,False,True,1050.0
Europa,False,P,TRA,47.0,False,False,3552.0
Europa,False,P,CAN,26.0,False,True,4715.0
Europa,True,P,TRA,37.0,False,True,0.0
Europa,False,P,CAN,42.0,False,False,4140.0
Earth,False,S,CAN,61.0,False,True,1624.0
Mars,False,P,TRA,29.0,False,False,2598.0
Europa,False,S,CAN,32.0,False,True,3552.0
Mars,False,P,TRA,51.0,False,False,1688.0
Mars,False,S,TRA,43.0,False,False,2579.0
Europa,True,S,CAN,25.0,False,True,0.0
Earth,False,S,TRA,31.0,False,False,789.0
Earth,False,S,PSO,13.0,False,False,943.0
Earth,False,S,TRA,20.0,False,False,774.0
Earth,False,S,TRA,29.0,False,False,1389.0
Earth,True,S,TRA,16.0,False,False,0.0
Earth,False,S,TRA,15.0,False,True,2727.0
Earth,False,P,TRA,50.0,False,False,2175.0
Europa,False,S,CAN,41.0,True,True,31076.0
Europa,False,S,TRA,43.0,False,True,2468.0
Europa,True,S,TRA,32.0,False,True,0.0
Europa,False,S,TRA,36.0,False,False,3976.0
Earth,True,P,CAN,18.0,False,True,0.0
Earth,False,S,TRA,47.0,False,True,882.0
Earth,True,P,PSO,29.0,False,True,0.0
Earth,False,S,TRA,26.0,False,False,908.0
Earth,False,S,TRA,14.0,False,True,804.0
Earth,True,P,PSO,25.0,False,False,0.0
Mars,False,S,TRA,63.0,False,False,1074.0
Earth,False,S,TRA,22.0,False,False,739.0
Mars,False,S,TRA,32.0,False,False,954.0
Earth,False,S,CAN,31.0,False,False,689.0
Earth,False,S,TRA,24.0,False,False,1360.0
Earth,False,P,TRA,39.0,False,False,907.0
Mars,True,P,CAN,20.0,False,True,0.0
Mars,True,P,CAN,20.0,False,True,0.0
Mars,False,P,TRA,19.0,False,False,0.0
Mars,False,P,CAN,20.0,False,False,1074.0
Mars,False,P,TRA,31.0,False,False,1074.0
Mars,True,P,CAN,17.0,False,True,0.0
Mars,False,P,TRA,24.0,False,False,2599.0
Earth,False,P,TRA,27.0,False,False,742.0
Europa,False,S,CAN,28.0,False,True,4735.0
Europa,True,S,TRA,41.0,False,True,0.0
Europa,True,S,CAN,25.0,False,True,0.0
Earth,False,S,PSO,26.0,False,True,562.0
Earth,False,P,TRA,27.0,False,False,2516.0
Earth,False,P,TRA,22.0,False,True,769.0
Europa,False,S,CAN,62.0,False,False,7336.0
Europa,False,S,TRA,58.0,False,False,1172.0
Earth,False,P,TRA,37.0,False,False,708.0
Earth,False,S,TRA,54.0,False,False,912.0
Earth,False,P,TRA,26.0,False,False,713.0
Europa,True,P,CAN,44.0,False,True,0.0
Europa,True,P,TRA,34.0,False,True,0.0
Earth,True,S,TRA,47.0,False,True,0.0
Europa,False,P,TRA,27.0,True,True,3552.0
Europa,True,P,CAN,22.0,False,True,0.0
Earth,True,P,TRA,46.0,False,True,708.0
Earth,False,S,TRA,29.0,False,True,885.0
Earth,False,P,CAN,43.0,False,False,673.0
Earth,False,P,TRA,42.0,False,False,804.0
Earth,False,S,TRA,39.0,False,True,881.0
Mars,False,P,TRA,30.0,False,False,1486.0
Mars,False,S,TRA,43.0,False,True,3046.0
Earth,True,P,TRA,19.0,False,False,0.0
Mars,True,P,TRA,26.0,False,True,0.0
Mars,False,P,TRA,46.0,False,True,1433.0
Earth,False,P,TRA,3.0,False,True,0.0
Earth,True,P,CAN,21.0,False,True,0.0
Earth,False,P,TRA,1.0,False,True,0.0
Earth,False,S,TRA,22.0,False,False,788.0
Europa,True,P,CAN,27.0,False,True,0.0
Europa,True,P,CAN,28.0,False,True,0.0
Mars,False,P,PSO,36.0,False,False,911.0
Earth,False,S,TRA,19.0,False,False,809.0
Europa,True,P,CAN,18.0,False,True,3552.0
Europa,False,S,CAN,47.0,False,False,3552.0
Europa,False,S,TRA,18.0,False,False,12727.0
Earth,False,P,TRA,6.0,False,True,0.0
Earth,False,P,TRA,20.0,False,False,923.0
Mars,False,P,TRA,18.0,False,False,5916.0
Earth,False,P,TRA,37.0,False,False,708.0
Earth,False,S,TRA,22.0,False,False,1618.0
Mars,False,P,TRA,37.0,False,True,2599.0
Earth,False,S,CAN,6.0,False,False,708.0
Earth,False,S,TRA,36.0,False,False,723.0
Earth,False,S,CAN,46.0,False,False,1031.0
Earth,False,P,TRA,75.0,False,False,708.0
Earth,False,P,TRA,37.0,False,False,696.0
Earth,True,P,TRA,22.0,False,True,708.0
Earth,False,P,PSO,33.0,False,False,708.0
Mars,False,S,TRA,35.0,False,False,617.0
Europa,False,P,CAN,19.0,False,False,3552.0
Europa,False,P,CAN,34.0,False,False,3552.0
Earth,False,S,TRA,23.0,False,True,1053.0
Earth,False,S,CAN,37.0,False,False,708.0
Earth,False,S,CAN,24.0,False,False,1368.0
Europa,False,P,TRA,54.0,True,False,7878.0
Mars,False,P,CAN,52.0,False,True,1431.0
Earth,True,S,TRA,60.0,False,False,0.0
Europa,False,P,TRA,1.0,False,True,0.0
Europa,False,P,TRA,29.0,False,True,0.0
Europa,False,P,TRA,22.0,False,False,3900.0
Europa,False,P,CAN,27.0,False,True,12152.0
Europa,True,P,CAN,48.0,False,True,0.0
Europa,False,P,CAN,47.0,False,False,1776.0
Europa,True,S,TRA,25.0,False,True,0.0
Europa,False,S,CAN,49.0,False,False,3947.0
Europa,False,S,TRA,33.0,False,False,11141.0
Europa,False,S,TRA,67.0,False,True,5320.0
Earth,True,P,PSO,5.0,False,False,0.0
Europa,True,P,CAN,60.0,False,True,0.0
Europa,True,P,TRA,56.0,False,True,0.0
Europa,False,P,TRA,59.0,False,False,6306.0
Europa,True,P,TRA,44.0,False,True,0.0
Earth,False,P,TRA,33.0,False,False,914.0
Earth,True,S,TRA,28.0,False,False,708.0
Mars,False,P,TRA,29.0,False,False,2366.0
Earth,True,S,TRA,13.0,False,False,0.0
Europa,True,P,CAN,34.0,False,True,0.0
Earth,True,S,PSO,45.0,False,True,0.0
Earth,False,S,TRA,39.0,False,False,908.0
Earth,False,P,TRA,18.0,False,False,796.0
Earth,True,P,PSO,57.0,False,False,0.0
Earth,False,S,CAN,23.0,False,False,804.0
Earth,True,S,PSO,25.0,False,True,0.0
Earth,True,S,PSO,22.0,False,False,0.0
Europa,False,P,TRA,32.0,False,True,5388.0
Mars,True,P,TRA,29.0,False,True,1074.0
Earth,False,S,TRA,21.0,False,False,2165.0
Mars,False,P,TRA,16.0,False,False,0.0
Europa,True,S,CAN,45.0,False,True,0.0
Europa,False,S,TRA,44.0,True,False,7570.0
Earth,True,P,CAN,27.0,False,True,0.0
Earth,False,P,TRA,26.0,False,False,871.0
Mars,False,P,TRA,46.0,False,False,1347.0
Earth,False,S,PSO,24.0,False,False,648.0
Earth,False,S,TRA,15.0,False,True,785.0
Earth,True,S,PSO,53.0,False,False,708.0
Earth,False,P,CAN,28.0,False,False,635.0
Earth,True,P,TRA,11.0,False,True,0.0
Earth,True,P,TRA,7.0,False,False,0.0
Earth,True,P,PSO,0.0,False,True,0.0
Earth,True,P,CAN,15.0,False,True,0.0
Earth,False,P,CAN,31.0,False,False,708.0
Earth,False,P,TRA,9.0,False,False,708.0
Europa,False,S,CAN,44.0,True,False,3958.0
Earth,False,S,TRA,35.0,False,False,907.0
Earth,False,S,TRA,30.0,False,True,708.0
Earth,False,S,CAN,13.0,False,False,880.0
Mars,False,S,TRA,45.0,True,False,861.0
Mars,True,S,TRA,4.0,False,True,1074.0
Mars,True,S,TRA,21.0,False,True,1074.0
Earth,False,P,TRA,20.0,False,False,1618.0
Earth,True,P,TRA,24.0,False,True,0.0
Earth,True,P,PSO,3.0,False,False,0.0
Earth,False,P,TRA,29.0,False,True,792.0
Europa,False,S,TRA,28.0,False,True,11846.0
Earth,False,P,TRA,44.0,False,True,907.0
Europa,True,P,TRA,50.0,False,True,3552.0
Mars,True,P,TRA,35.0,False,False,0.0
Earth,False,P,TRA,19.0,False,False,645.0
Mars,False,P,TRA,22.0,False,False,954.0
Earth,False,P,TRA,30.0,False,False,923.0
Europa,False,S,TRA,36.0,False,False,12670.0
Mars,False,S,TRA,20.0,False,True,1896.0
Earth,False,P,CAN,22.0,False,True,753.0
Earth,False,S,CAN,22.0,False,False,703.0
Europa,True,P,PSO,32.0,False,True,0.0
Earth,False,P,TRA,35.0,False,False,872.0
Earth,False,P,CAN,41.0,False,False,1357.0
Earth,True,S,TRA,57.0,False,False,0.0
Earth,True,S,PSO,3.0,False,False,0.0
Earth,False,S,CAN,11.0,False,True,0.0
Earth,False,S,TRA,4.0,False,True,0.0
Earth,True,S,TRA,17.0,False,False,708.0
Earth,False,S,TRA,30.0,False,False,0.0
Earth,True,P,TRA,11.0,False,True,0.0
Mars,False,S,TRA,23.0,False,False,1854.0
Earth,False,P,TRA,58.0,False,True,708.0
Earth,False,S,TRA,22.0,False,False,722.0
Earth,False,P,TRA,24.0,False,False,708.0
Earth,False,P,TRA,20.0,False,False,788.0
Earth,True,P,TRA,37.0,False,True,0.0
Earth,False,P,TRA,49.0,False,False,708.0
Earth,False,S,TRA,46.0,False,False,1625.0
Earth,False,S,TRA,30.0,False,False,884.0
Earth,False,S,CAN,36.0,False,False,810.0
Earth,False,P,TRA,21.0,False,False,829.0
Mars,False,S,TRA,25.0,True,False,1173.0
Earth,True,P,PSO,42.0,False,True,0.0
Earth,True,P,TRA,13.0,False,False,708.0
Earth,False,S,TRA,25.0,False,False,884.0
Europa,False,S,TRA,29.0,False,False,4762.0
Europa,True,S,TRA,17.0,False,True,0.0
Europa,False,S,CAN,36.0,False,True,7729.0
Earth,True,S,TRA,44.0,False,True,0.0
Mars,True,S,TRA,18.0,False,True,0.0
Earth,False,P,CAN,22.0,False,False,690.0
Earth,True,P,TRA,22.0,False,True,0.0
Earth,True,P,TRA,43.0,False,True,708.0
Earth,False,P,TRA,29.0,False,True,708.0
Earth,True,P,TRA,24.0,False,True,0.0
Earth,True,S,PSO,18.0,False,True,0.0
Europa,False,P,TRA,42.0,False,False,7411.0
Earth,False,S,TRA,43.0,False,False,1817.0
Earth,False,P,TRA,32.0,False,False,887.0
Earth,True,P,TRA,15.0,False,True,0.0
Mars,False,P,TRA,22.0,False,True,0.0
Earth,True,P,TRA,20.0,False,False,0.0
Earth,False,S,TRA,34.0,False,True,1816.0
Mars,True,S,TRA,70.0,False,True,0.0
Mars,True,S,TRA,18.0,False,True,0.0
Europa,True,S,TRA,26.0,False,True,0.0
Earth,False,P,TRA,17.0,False,False,1106.0
Earth,False,P,TRA,13.0,False,False,776.0
Earth,False,P,TRA,19.0,False,False,708.0
Europa,True,P,TRA,32.0,False,True,3552.0
Earth,False,S,TRA,33.0,False,False,2789.0
Earth,False,P,TRA,21.0,False,False,708.0
